Listing Id,Minimum Nights,Maximum Nights,Calendar Updated,Availability 30,Availability 60,Availability 90,Availability 365
79283,1,1125,6 months ago,30,60,90,365
79284,3,14,4 months ago,0,0,0,0
79285,1,1125,9 months ago,0,0,0,0
79286,3,1125,16 months ago,0,0,0,0
79287,1,1125,2 weeks ago,2,17,31,161
79288,3,1125,9 months ago,30,60,90,365
79289,3,1125,12 months ago,0,0,0,0
79290,1,1125,2 weeks ago,1,1,30,30
79291,1,1125,14 months ago,0,0,0,0
79292,3,1125,2 months ago,0,0,0,0
79293,1,30,a week ago,0,0,0,114
79294,1,1125,today,21,51,81,356
79295,3,1125,5 days ago,11,27,53,320
79296,1,4,5 days ago,0,0,0,0
79297,3,7,today,4,5,29,57
79298,2,40,2 weeks ago,27,57,87,362
79299,3,1125,6 months ago,0,0,0,0
79300,1,60,a week ago,13,40,70,345
79301,3,29,2 months ago,9,19,29,289
79302,2,3,2 days ago,1,1,4,4
79303,2,1125,yesterday,16,42,72,347
79304,3,10,a week ago,28,53,77,77
79305,4,90,a week ago,5,8,12,52
79306,3,1125,5 months ago,30,60,90,365
79307,1,1125,today,0,0,0,216
79308,1,1125,3 months ago,0,0,0,0
79309,3,1125,1 week ago,0,10,26,187
79310,5,1125,3 months ago,0,0,0,85
79311,3,60,today,5,27,44,314
79312,1,15,today,10,40,70,70
79313,5,60,4 weeks ago,19,34,34,299
79314,1,1125,today,2,8,21,268
79315,2,1125,6 days ago,28,48,78,353
79316,2,10,5 weeks ago,16,35,63,321
79317,3,14,3 days ago,0,0,0,0
79318,7,21,18 months ago,0,0,0,0
79319,2,6,4 months ago,27,57,87,362
79320,4,500,a week ago,0,0,0,213
79321,2,7,8 months ago,29,59,89,89
79322,1,3,3 weeks ago,25,25,25,25
79323,1,1125,5 days ago,26,56,86,361
79324,2,360,3 weeks ago,26,26,26,301
79325,3,60,4 days ago,15,45,75,164
79326,1,1125,6 weeks ago,0,1,31,306
79327,1,30,4 weeks ago,22,52,82,82
79328,1,1125,today,9,37,67,325
79329,1,1125,6 months ago,30,60,90,365
79330,3,1125,5 days ago,10,35,37,68
79331,3,30,yesterday,8,16,27,257
79332,5,180,yesterday,9,19,39,160
79333,3,1125,2 weeks ago,3,8,28,37
79334,1,1125,today,0,0,0,275
79335,1,14,2 weeks ago,17,42,72,72
79336,1,1125,yesterday,1,1,25,300
79337,7,1125,4 months ago,30,60,90,365
79338,1,1125,3 weeks ago,0,0,0,0
79339,4,90,2 weeks ago,1,30,30,305
79340,1,28,2 days ago,16,36,61,335
79341,1,1125,3 weeks ago,0,6,6,6
79342,1,1125,a week ago,14,40,65,332
79343,2,6,4 weeks ago,6,11,32,101
79344,2,29,5 days ago,21,51,81,354
79345,1,1125,yesterday,1,30,47,47
79346,5,1125,4 months ago,0,0,0,116
79347,7,160,4 weeks ago,17,17,41,286
79348,4,1125,5 months ago,30,60,90,365
79349,1,1125,6 days ago,10,22,45,45
79350,3,15,11 months ago,0,0,0,0
79351,1,1125,today,3,11,12,12
79352,20,1125,a week ago,30,60,90,365
79353,3,15,3 months ago,29,59,89,364
79354,1,3,4 months ago,30,60,90,90
79355,1,28,6 days ago,17,38,68,158
79356,2,1125,2 days ago,28,58,88,363
79357,5,30,9 months ago,0,0,0,0
79358,1,1125,today,15,29,59,60
79359,2,1125,1 week ago,1,31,61,61
79360,2,14,6 months ago,0,0,0,0
79361,3,60,2 weeks ago,5,6,36,37
79362,2,1125,2 days ago,29,59,89,364
79363,2,1125,today,6,18,42,297
79364,3,30,a week ago,0,2,29,29
79365,3,1125,21 months ago,0,0,0,0
79366,1,1125,10 months ago,30,60,90,365
79367,21,1125,3 weeks ago,0,0,20,48
79368,14,36,10 months ago,0,0,0,0
79369,1,3,yesterday,20,47,77,77
79370,2,24,3 months ago,30,60,90,365
79371,1,1125,today,5,5,5,267
79372,3,1125,today,0,5,14,265
79373,1,1125,2 weeks ago,7,18,35,121
79374,3,1125,4 weeks ago,0,20,38,310
79375,1,14,5 months ago,25,55,82,172
79376,3,60,yesterday,6,36,66,66
79377,7,1125,3 weeks ago,12,15,15,283
79378,2,12,9 months ago,0,0,0,0
79379,5,1125,yesterday,0,0,0,1
79380,5,180,2 weeks ago,12,13,13,203
79381,3,30,3 days ago,30,52,82,357
79382,2,1125,2 weeks ago,13,20,50,139
79383,1,1125,2 weeks ago,8,38,68,343
79384,5,1125,3 weeks ago,30,60,90,90
79385,1,1125,a week ago,0,0,0,0
79386,1,40,a week ago,26,27,56,56
79387,30,155,3 weeks ago,0,0,0,61
79388,1,7,12 months ago,0,0,0,0
79389,27,27,19 months ago,0,0,0,0
79390,7,365,16 months ago,0,0,0,0
79391,1,1125,2 days ago,4,7,31,306
79392,6,10,22 months ago,0,0,0,0
79393,4,1125,7 weeks ago,0,0,0,216
79394,7,1125,14 months ago,0,0,0,0
79395,2,14,3 months ago,0,0,0,0
79396,1,1125,5 days ago,17,44,74,346
79397,1,1125,a week ago,23,51,81,356
79398,2,14,2 days ago,10,26,47,247
79399,1,1125,2 weeks ago,0,0,0,0
79400,1,7,never,29,59,89,364
79401,1,1125,10 months ago,0,0,0,0
79402,2,1125,10 months ago,0,0,0,0
79403,1,1125,6 months ago,0,0,0,0
79404,1,29,yesterday,3,10,17,237
79405,2,1125,a week ago,24,54,84,359
79406,1,14,8 months ago,0,0,0,0
79407,2,1125,8 months ago,0,0,0,0
79408,1,5,a week ago,18,45,75,75
79409,1,1125,6 weeks ago,12,24,54,54
79410,1,1125,today,0,2,6,6
79411,1,1125,2 months ago,30,60,90,365
79412,1,1125,6 months ago,0,0,0,0
79413,3,130,today,24,54,84,359
79414,2,14,3 weeks ago,15,36,66,338
79415,2,7,3 days ago,9,32,62,62
79416,1,1125,today,0,0,3,3
79417,14,1125,2 months ago,0,2,32,307
79418,5,1125,6 days ago,0,0,11,41
79419,1,1125,2 weeks ago,2,2,2,2
79420,15,21,5 months ago,0,0,0,0
79421,2,14,7 weeks ago,0,0,0,0
79422,3,90,2 days ago,9,28,31,306
79423,2,1125,yesterday,9,23,40,306
79424,15,180,4 weeks ago,1,5,5,220
79425,2,60,18 months ago,0,0,0,0
79426,1,7,today,16,46,59,119
79427,1,1125,13 months ago,0,0,0,0
79428,1,1125,16 months ago,0,0,0,0
79429,1,1125,5 days ago,27,50,80,355
79430,1,1125,2 days ago,0,0,0,218
79431,1,1125,3 months ago,0,0,0,0
79432,4,8,10 months ago,0,0,0,0
79433,1,1125,today,0,0,0,0
79434,2,29,3 months ago,21,51,81,356
79435,2,7,4 months ago,0,0,0,0
79436,3,1125,22 months ago,0,0,0,0
79437,1,1125,11 months ago,0,0,0,0
79438,2,21,yesterday,6,20,31,287
79439,6,54,6 months ago,28,58,88,363
79440,1,1125,today,5,9,22,282
79441,4,1125,18 months ago,0,0,0,0
79442,1,1125,3 weeks ago,10,10,10,258
79443,4,60,5 weeks ago,0,0,10,137
79444,1,365,today,14,36,66,341
79445,5,1125,2 days ago,4,21,31,31
79446,2,7,3 days ago,8,21,45,320
79447,2,1125,5 weeks ago,12,27,57,332
79448,6,40,2 months ago,0,0,0,93
79449,2,1125,today,10,36,66,275
79450,3,18,today,0,15,25,62
79451,2,1125,6 months ago,0,0,0,0
79452,2,30,today,1,18,48,122
79453,3,1125,today,20,37,67,331
79454,1,1125,20 months ago,0,0,0,0
79455,1,1125,24 months ago,0,0,0,0
79456,1,1125,16 months ago,0,0,0,0
79457,1,1125,today,16,33,63,338
79458,2,120,today,10,37,61,61
79459,3,28,4 weeks ago,0,0,0,0
79460,1,1125,yesterday,1,3,3,3
79461,1,1125,4 weeks ago,0,0,0,0
79462,2,178,3 days ago,6,27,57,147
79463,1,1125,today,0,0,15,15
79464,4,1125,today,19,19,19,19
79465,1,1125,4 days ago,1,6,8,13
79466,4,21,10 months ago,0,0,0,0
79467,3,365,1 week ago,6,24,54,316
79468,2,1125,4 months ago,0,0,1,276
79469,1,7,3 days ago,29,59,89,149
79470,7,30,2 months ago,0,16,46,46
79471,25,35,a week ago,1,30,30,30
79472,1,1125,6 months ago,0,0,0,0
79473,1,1125,17 months ago,0,0,0,0
79474,2,2,2 months ago,0,0,0,0
79475,4,90,5 days ago,0,13,35,74
79476,3,1125,13 months ago,0,0,0,0
79477,2,7,8 months ago,0,0,0,0
79478,5,1125,17 months ago,0,0,0,0
79479,3,30,4 weeks ago,2,3,27,57
79480,3,31,5 weeks ago,0,0,0,0
79481,15,45,9 months ago,0,0,0,0
79482,3,1125,4 months ago,0,0,0,0
79483,6,30,4 months ago,0,0,0,0
79484,2,5,5 days ago,12,37,66,341
79485,2,1125,5 months ago,0,0,0,0
79486,3,1125,3 days ago,13,43,73,169
79487,2,1125,5 months ago,0,0,0,0
79488,4,1125,2 weeks ago,0,22,52,327
79489,1,1125,a week ago,19,48,78,353
79490,1,1125,3 weeks ago,0,0,21,21
79491,1,1125,6 months ago,29,59,89,364
79492,5,1125,today,1,11,18,170
79493,3,21,today,6,20,20,270
79494,3,7,today,6,13,13,13
79495,3,1125,3 days ago,19,49,79,83
79496,2,30,today,24,24,38,38
79497,1,1125,a week ago,14,44,74,349
79498,1,1125,today,27,52,82,357
79499,1,1125,11 months ago,0,0,0,0
79500,2,14,yesterday,0,0,0,0
79501,1,1125,4 weeks ago,0,0,0,235
79502,4,10,3 weeks ago,3,33,63,63
79503,1,1125,1 week ago,0,0,10,150
79504,1,1125,3 days ago,19,49,79,354
79505,4,1125,7 months ago,28,58,88,363
79506,2,25,today,2,9,9,9
79507,1,1125,2 weeks ago,15,36,66,156
79508,5,200,today,17,33,33,262
79509,1,1125,13 months ago,0,0,0,0
79510,2,1125,today,0,3,33,296
79511,1,90,2 weeks ago,0,0,0,0
79512,1,1125,3 months ago,0,0,0,0
79513,2,5,yesterday,9,23,41,131
79514,3,1125,4 months ago,0,0,0,0
79515,2,21,a week ago,7,21,47,47
79516,2,14,7 months ago,0,0,0,0
79517,2,14,3 weeks ago,0,1,31,31
79518,2,1125,a week ago,2,2,2,2
79519,5,28,4 months ago,0,0,0,0
79520,2,1125,today,6,33,60,150
79521,4,14,a week ago,11,18,41,41
79522,1,7,6 months ago,0,0,0,0
79523,3,1125,today,5,5,5,39
79524,7,1125,13 months ago,0,0,0,0
79525,2,1125,14 months ago,0,0,0,0
79526,2,1125,yesterday,2,2,2,2
79527,1,1125,17 months ago,0,0,0,0
79528,1,1125,6 months ago,0,0,0,0
79529,1,1125,19 months ago,0,0,0,0
79530,1,1125,6 weeks ago,0,0,0,123
79531,3,10,today,8,12,34,302
79532,3,36,a week ago,12,24,43,297
79533,30,1125,yesterday,0,1,1,197
79534,1,1125,22 months ago,0,0,0,0
79535,3,1125,2 days ago,8,18,18,18
79536,3,1125,today,12,12,17,17
79537,1,1125,17 months ago,0,0,0,0
79538,3,1125,3 days ago,9,9,11,280
79539,2,30,today,9,20,26,26
79540,2,1125,3 days ago,23,48,78,353
79541,3,180,today,15,17,17,17
79542,2,1125,2 weeks ago,23,53,83,358
79543,30,60,2 weeks ago,27,28,28,195
79544,30,1125,today,0,0,0,89
79545,1,9,9 months ago,0,0,0,0
79546,1,180,yesterday,4,8,21,226
79547,2,1125,13 months ago,0,0,0,0
79548,4,1125,yesterday,10,40,70,101
79549,3,1125,12 months ago,0,0,0,0
79550,4,1125,a week ago,4,10,40,40
79551,2,1125,4 days ago,29,59,89,364
79552,3,40,2 weeks ago,6,16,46,46
79553,1,1125,6 weeks ago,0,0,0,0
79554,7,1125,3 weeks ago,0,0,0,0
79555,1,1125,5 months ago,0,0,0,0
79556,5,1125,5 weeks ago,1,12,42,72
79557,2,29,3 days ago,10,26,55,84
79558,15,1125,2 weeks ago,11,29,59,149
79559,1,30,today,19,49,79,354
79560,1,1125,4 weeks ago,10,34,57,332
79561,1,1125,2 weeks ago,5,11,17,292
79562,2,1125,4 days ago,7,33,63,63
79563,3,1125,11 months ago,0,0,0,0
79564,3,1125,5 days ago,6,8,21,55
79565,1,3,today,18,34,56,323
79566,2,1125,3 weeks ago,3,3,3,22
79567,1,1125,3 days ago,12,28,57,241
79568,2,1125,10 months ago,0,0,0,0
79569,30,1125,today,15,45,75,160
79570,2,20,a week ago,0,13,43,127
79571,3,15,8 months ago,0,0,0,0
79572,5,1125,a week ago,6,23,30,30
79573,2,1125,4 days ago,7,10,10,281
79574,6,40,today,12,33,63,207
79575,7,1125,11 months ago,0,0,0,0
79576,5,1125,7 weeks ago,10,23,23,69
79577,2,1125,16 months ago,0,0,0,0
79578,2,1125,2 months ago,0,0,0,0
79579,5,21,6 days ago,16,19,19,19
79580,4,1125,10 months ago,0,0,0,0
79581,1,1125,4 weeks ago,0,0,0,0
79582,2,1125,today,11,11,11,11
79583,5,1125,a week ago,0,2,10,10
79584,7,1125,22 months ago,0,0,0,0
79585,1,1125,19 months ago,30,60,90,365
79586,2,1125,4 months ago,0,0,0,122
79587,1,1125,4 weeks ago,4,10,40,315
79588,3,1125,today,2,6,19,19
79589,4,1125,yesterday,8,28,58,333
79590,2,10,yesterday,6,16,32,285
79591,3,1125,4 months ago,30,60,90,180
79592,1,5,3 weeks ago,4,4,23,23
79593,1,1125,today,0,0,0,5
79594,1,1125,4 months ago,2,6,17,209
79595,7,25,4 weeks ago,0,0,0,0
79596,1,1125,yesterday,0,16,46,311
79597,1,1125,3 weeks ago,0,0,0,117
79598,31,1125,5 months ago,23,53,83,358
79599,1,1125,today,0,4,4,37
79600,5,365,3 weeks ago,5,14,44,319
79601,2,14,today,13,15,15,15
79602,3,1125,a week ago,5,5,5,5
79603,1,1125,11 months ago,0,0,0,0
79604,1,1125,yesterday,12,12,20,20
79605,2,1125,yesterday,5,9,9,71
79606,1,1125,22 months ago,0,0,0,0
79607,1,1125,today,12,42,72,77
79608,3,1125,5 weeks ago,0,0,0,92
79609,2,1125,14 months ago,0,0,0,0
79610,3,45,1 week ago,8,18,48,305
79611,1,40,2 weeks ago,3,25,55,323
79612,2,30,5 days ago,0,0,0,0
79613,1,1125,3 months ago,0,0,0,0
79614,1,1125,3 days ago,2,4,14,26
79615,3,365,a week ago,4,13,43,43
79616,1,1125,8 months ago,0,0,0,0
79617,1,8,2 months ago,0,0,0,0
79618,3,15,2 days ago,1,1,1,1
79619,1,1125,12 months ago,0,0,0,0
79620,3,1125,5 days ago,0,4,24,24
79621,5,1125,5 days ago,3,3,3,3
79622,2,1125,6 weeks ago,0,0,0,45
79623,2,1125,3 weeks ago,6,9,25,263
79624,1,1125,2 months ago,6,21,44,306
79625,2,1125,today,14,42,65,124
79626,1,30,a week ago,22,48,78,352
79627,2,365,a week ago,22,52,72,340
79628,2,1125,2 days ago,3,9,18,110
79629,1,30,a week ago,23,52,82,82
79630,1,180,today,1,1,1,158
79631,2,30,2 months ago,0,0,0,36
79632,2,17,3 weeks ago,0,0,0,188
79633,30,1125,6 weeks ago,0,0,0,0
79634,1,7,2 months ago,0,0,0,0
79635,3,14,4 months ago,0,0,0,116
79636,2,1125,yesterday,11,11,11,11
79637,1,1125,3 months ago,29,59,89,364
79638,1,1125,yesterday,18,42,72,347
79639,1,1125,2 months ago,0,0,0,0
79640,2,30,12 months ago,0,0,0,0
79641,6,1125,11 months ago,0,0,0,0
79642,1,1125,5 days ago,0,16,46,196
79643,14,30,17 months ago,0,0,0,0
79644,3,30,24 months ago,30,60,90,365
79645,2,105,5 days ago,4,12,12,22
79646,2,18,3 days ago,17,24,51,326
79647,2,1125,a week ago,3,7,16,205
79648,3,14,2 months ago,0,0,0,0
79649,6,21,a week ago,6,33,63,63
79650,2,4,today,20,42,42,227
79651,2,5,7 months ago,0,0,0,0
79652,1,30,yesterday,1,6,31,301
79653,15,1125,2 months ago,2,16,46,46
79654,2,1125,3 days ago,0,2,2,2
79655,30,1125,today,0,0,0,262
79656,1,1125,3 weeks ago,0,0,0,29
79657,1,1125,today,0,0,0,4
79658,7,14,9 months ago,0,0,0,0
79659,1,90,yesterday,0,20,35,285
79660,5,1125,today,5,18,34,270
79661,2,10,a week ago,9,23,25,57
79662,1,1125,yesterday,29,59,89,364
79663,3,7,4 weeks ago,0,2,5,247
79664,2,29,2 weeks ago,7,7,13,220
79665,1,14,4 months ago,29,59,89,364
79666,1,1125,5 days ago,13,32,60,318
79667,3,1125,a week ago,29,59,89,179
79668,3,7,3 weeks ago,0,0,0,0
79669,15,35,2 weeks ago,2,7,28,28
79670,4,1125,yesterday,5,5,5,5
79671,1,1125,17 months ago,0,0,0,0
79672,7,1125,yesterday,12,22,22,22
79673,1,14,4 weeks ago,0,19,49,49
79674,3,1125,5 weeks ago,0,15,45,320
79675,1,1125,4 weeks ago,0,0,0,0
79676,3,1125,today,2,7,15,197
79677,5,1125,today,0,0,0,0
79678,2,10,2 days ago,4,4,34,34
79679,1,1125,21 months ago,0,0,0,0
79680,21,31,3 months ago,0,0,0,0
79681,5,365,6 days ago,0,13,43,318
79682,2,28,5 months ago,9,27,57,325
79683,1,1125,7 months ago,0,0,0,0
79684,3,350,yesterday,20,50,80,236
79685,1,1125,11 months ago,0,0,0,0
79686,1,1125,today,8,21,51,326
79687,1,1125,14 months ago,0,0,0,0
79688,1,1125,yesterday,0,19,19,99
79689,1,1125,15 months ago,0,0,0,0
79690,4,125,today,4,17,30,234
79691,2,1125,yesterday,2,16,19,230
79692,3,373,today,16,45,48,278
79693,7,365,11 months ago,0,0,0,0
79694,1,1125,4 weeks ago,0,0,0,0
79695,2,4,5 weeks ago,0,0,0,0
79696,1,1125,today,5,17,36,263
79697,2,2090,2 days ago,2,19,36,113
79698,2,5,7 months ago,0,0,0,0
79699,1,40,yesterday,8,19,22,78
79700,2,1125,6 months ago,0,0,0,0
79701,7,31,yesterday,9,18,18,18
79702,4,30,9 months ago,0,0,0,0
79703,2,3,14 months ago,0,0,0,0
79704,2,12,yesterday,29,59,89,89
79705,3,60,yesterday,6,8,26,256
79706,3,60,2 days ago,4,8,10,229
79707,3,7,5 days ago,13,35,65,65
79708,2,1125,yesterday,5,22,52,142
79709,6,90,4 weeks ago,0,0,0,93
79710,1,1125,3 months ago,29,59,89,364
79711,2,7,2 months ago,29,59,89,364
79712,4,30,13 months ago,0,0,0,0
79713,1,29,today,3,11,29,250
79714,6,9,4 weeks ago,7,9,9,9
79715,1,1125,16 months ago,0,0,0,0
79716,1,20,5 weeks ago,26,56,86,361
79717,1,1125,18 months ago,0,0,0,0
79718,2,30,a week ago,24,54,84,174
79719,3,1125,10 months ago,0,0,0,0
79720,1,1125,10 months ago,0,0,0,0
79721,1,1125,2 weeks ago,11,18,19,109
79722,2,1125,4 months ago,28,58,88,363
79723,1,1125,yesterday,11,33,63,335
79724,1,1125,today,17,47,77,350
79725,4,1125,2 weeks ago,1,7,7,245
79726,2,30,today,22,52,82,357
79727,15,20,23 months ago,0,0,0,0
79728,7,90,4 weeks ago,30,60,90,364
79729,6,1125,3 months ago,0,0,0,244
79730,1,1125,today,13,37,67,338
79731,2,1125,today,26,26,30,30
79732,20,1125,yesterday,30,60,90,365
79733,2,28,today,25,47,73,343
79734,2,1125,a week ago,14,29,29,91
79735,1,1125,yesterday,0,17,47,322
79736,3,365,2 weeks ago,12,15,29,269
79737,1,1125,today,10,17,26,141
79738,3,14,11 months ago,27,57,87,177
79739,5,1125,6 months ago,23,53,83,179
79740,1,1125,6 weeks ago,30,60,90,365
79741,3,1125,10 months ago,29,59,89,364
79742,1,1125,2 months ago,30,60,90,180
79743,3,29,4 weeks ago,19,47,77,351
79744,1,30,5 days ago,2,12,24,270
79745,2,1125,today,21,31,55,96
79746,8,1125,11 months ago,0,0,0,0
79747,5,1125,6 weeks ago,0,0,0,0
79748,5,1125,11 months ago,0,1,31,306
79749,15,1200,2 days ago,15,45,51,326
79750,2,1125,4 days ago,0,0,28,63
79751,1,1125,a week ago,0,20,50,325
79752,1,1125,today,15,45,75,350
79753,2,1125,2 weeks ago,0,3,33,94
79754,1,3,6 months ago,29,59,89,364
79755,1,1125,18 months ago,0,0,0,0
79756,1,1,5 months ago,0,0,0,0
79757,1,1125,3 days ago,22,43,70,343
79758,3,1125,5 days ago,0,0,0,0
79759,2,14,today,9,31,61,220
79760,1,1125,4 months ago,0,0,0,0
79761,1,2,10 months ago,0,0,0,0
79762,3,1125,today,22,52,82,171
79763,2,14,yesterday,8,15,19,37
79764,3,30,6 months ago,0,0,0,0
79765,2,7,5 weeks ago,23,53,83,83
79766,1,1125,yesterday,9,13,15,15
79767,2,28,today,23,53,83,358
79768,4,10,12 months ago,0,0,0,0
79769,2,1125,today,15,18,18,59
79770,30,120,a week ago,0,0,0,79
79771,2,1125,a week ago,1,31,61,336
79772,2,1125,4 days ago,2,2,2,238
79773,3,1125,2 weeks ago,18,48,78,168
79774,1,1125,2 months ago,30,60,90,365
79775,3,30,a week ago,25,37,55,128
79776,1,29,today,24,41,66,66
79777,29,1125,a week ago,25,25,26,301
79778,3,40,6 days ago,20,23,23,23
79779,1,1125,today,8,26,55,141
79780,2,1125,today,12,28,55,145
79781,2,1125,today,8,19,31,103
79782,1,1125,today,10,31,48,213
79783,1,15,a week ago,24,49,79,110
79784,1,1125,2 months ago,29,59,89,364
79785,3,1125,20 months ago,30,60,90,365
79786,1,1125,2 weeks ago,5,29,56,146
79787,3,1125,today,8,26,35,262
79788,1,1125,yesterday,2,13,25,137
79789,1,1125,2 weeks ago,27,57,87,362
79790,1,30,5 days ago,28,58,88,363
79791,1,1125,5 days ago,15,45,75,350
79792,1,1125,6 days ago,21,46,76,351
79793,2,30,a week ago,1,10,14,200
79794,4,1125,3 months ago,0,0,0,0
79795,1,1125,a week ago,0,0,0,0
79796,1,1125,3 days ago,4,13,21,296
79797,5,1125,10 months ago,0,0,0,0
79798,1,1125,14 months ago,0,0,0,0
79799,2,1125,1 week ago,7,21,36,245
79800,4,1125,2 months ago,0,0,0,0
79801,1,1125,23 months ago,0,0,0,0
79802,2,7,40 months ago,0,0,0,0
79803,3,31,3 days ago,6,11,18,18
79804,1,1125,2 weeks ago,6,16,40,311
79805,5,1125,4 days ago,5,19,19,19
79806,2,1125,a week ago,3,19,33,123
79807,4,1125,10 months ago,0,0,0,0
79808,3,6,4 days ago,21,51,77,352
79809,28,365,a week ago,29,29,29,291
79810,2,1125,5 weeks ago,0,0,17,17
79811,3,1125,3 months ago,0,0,0,154
79812,11,25,3 days ago,0,13,13,13
79813,3,7,40 months ago,0,0,0,0
79814,30,200,today,0,2,2,253
79815,1,14,2 months ago,0,0,0,0
79816,2,2,6 days ago,2,2,2,2
79817,2,1125,a week ago,1,1,1,1
79818,1,28,yesterday,5,27,40,306
79819,5,7,18 months ago,0,0,0,0
79820,1,1125,yesterday,15,45,75,165
79821,1,1125,2 months ago,30,60,90,90
79822,2,1125,2 months ago,2,2,2,2
79823,1,1125,13 months ago,0,0,0,0
79824,1,1125,3 months ago,0,0,0,0
79825,3,14,2 days ago,0,7,10,10
79826,3,1125,yesterday,4,18,18,18
79827,6,180,5 days ago,0,0,0,181
79828,1,1125,2 months ago,17,47,77,352
79829,1,1125,3 months ago,0,0,0,0
79830,5,365,5 months ago,0,0,0,0
79831,2,1125,today,0,0,0,9
79832,10,1125,11 months ago,0,0,0,0
79833,3,1125,9 months ago,0,0,0,0
79834,1,1125,today,3,10,18,265
79835,2,30,3 weeks ago,5,7,8,194
79836,1,60,4 months ago,3,33,63,338
79837,3,1125,21 months ago,0,0,0,0
79838,2,1125,5 days ago,3,3,3,8
79839,5,90,2 weeks ago,21,51,81,356
79840,1,1125,never,0,0,0,0
79841,2,1125,10 months ago,0,0,0,0
79842,2,1125,2 weeks ago,24,53,79,354
79843,3,28,5 weeks ago,8,28,58,309
79844,1,1125,7 months ago,0,0,0,0
79845,3,1125,yesterday,4,9,13,70
79846,1,1125,2 weeks ago,12,42,72,222
79847,3,19,4 months ago,0,0,0,0
79848,1,30,11 months ago,0,0,0,0
79849,1,1125,8 months ago,0,0,0,0
79850,1,14,a week ago,2,12,40,43
79851,2,1125,a week ago,1,11,26,100
79852,2,60,today,0,6,6,247
79853,1,60,2 months ago,4,4,4,4
79854,2,1125,2 days ago,11,20,50,192
79855,2,1125,5 months ago,0,0,0,0
79856,3,29,a week ago,0,3,17,36
79857,1,90,a week ago,5,29,59,180
79858,3,1125,a week ago,3,7,28,275
79859,2,1125,yesterday,10,29,48,74
79860,6,1125,today,8,20,38,182
79861,2,1125,12 months ago,0,0,0,0
79862,4,28,yesterday,3,21,51,319
79863,1,1125,5 days ago,7,12,18,18
79864,5,1125,3 days ago,1,13,13,66
79865,1,31,today,23,51,54,54
79866,2,14,today,5,14,22,114
79867,3,15,today,2,14,44,97
79868,4,1125,3 months ago,0,0,0,0
79869,1,2,6 months ago,0,0,0,0
79870,1,1125,yesterday,8,11,11,263
79871,1,1125,2 weeks ago,2,13,28,269
79872,3,7,3 months ago,0,0,0,0
79873,5,14,today,12,32,60,150
79874,4,28,2 months ago,0,0,0,0
79875,3,1125,a week ago,27,57,87,362
79876,1,1125,12 months ago,0,0,0,0
79877,2,1125,20 months ago,0,0,0,0
79878,2,1125,today,4,13,29,106
79879,3,10,11 months ago,0,0,0,0
79880,7,25,13 months ago,0,0,0,0
79881,1,1125,5 months ago,0,0,0,0
79882,2,61,4 weeks ago,6,8,8,153
79883,1,12,5 days ago,8,23,23,23
79884,5,1125,6 months ago,0,0,0,0
79885,1,45,today,5,19,20,106
79886,2,7,2 months ago,0,0,0,0
79887,3,100,a week ago,18,48,78,353
79888,20,1125,2 months ago,0,0,0,90
79889,15,30,10 months ago,0,0,0,0
79890,7,1125,6 months ago,0,0,0,0
79891,1,29,yesterday,4,15,39,147
79892,2,1125,3 weeks ago,3,11,17,253
79893,4,1125,7 months ago,0,0,0,0
79894,5,14,16 months ago,0,0,0,0
79895,2,7,today,4,11,16,16
79896,3,100,5 days ago,0,0,0,51
79897,1,365,9 months ago,16,46,76,351
79898,8,1125,2 months ago,0,0,0,0
79899,3,1125,21 months ago,0,0,0,0
79900,30,1125,17 months ago,0,0,0,0
79901,2,1125,a week ago,14,29,29,102
79902,1,29,yesterday,22,52,82,357
79903,7,1125,8 months ago,0,0,0,0
79904,4,1125,4 weeks ago,11,23,53,143
79905,2,1125,5 days ago,7,29,53,143
79906,2,120,today,11,30,48,292
79907,1,30,3 months ago,0,0,0,0
79908,1,1125,4 months ago,8,22,48,320
79909,1,1125,6 weeks ago,0,0,0,122
79910,2,1125,today,30,60,90,90
79911,1,1125,8 months ago,0,0,0,0
79912,2,5,4 months ago,30,60,90,90
79913,1,1125,7 months ago,0,0,0,0
79914,1,1125,23 months ago,0,0,0,0
79915,1,14,yesterday,16,46,76,166
79916,1,1,2 weeks ago,29,59,89,364
79917,5,1125,11 months ago,0,0,0,0
79918,7,365,a week ago,6,30,50,325
79919,6,1125,today,0,8,20,20
79920,2,1125,5 weeks ago,0,0,0,0
79921,1,1125,6 months ago,0,0,0,0
79922,3,1125,a week ago,0,0,0,264
79923,3,1125,5 months ago,23,53,83,83
79924,2,1125,a week ago,0,1,31,31
79925,1,1125,6 weeks ago,15,45,75,350
79926,3,1125,4 weeks ago,0,0,0,0
79927,20,29,17 months ago,0,0,0,0
79928,2,30,6 days ago,0,1,7,7
79929,7,25,2 weeks ago,6,30,60,150
79930,14,60,8 months ago,0,0,0,0
79931,1,1125,21 months ago,0,0,0,0
79932,30,1125,7 months ago,30,60,90,365
79933,1,1125,4 months ago,0,0,0,0
79934,2,1125,21 months ago,0,0,0,0
79935,2,1125,17 months ago,0,0,0,0
79936,1,1125,11 months ago,0,0,0,0
79937,1,1125,18 months ago,0,0,0,0
79938,1,1125,today,15,45,75,349
79939,1,14,2 weeks ago,29,59,89,364
79940,3,32,5 weeks ago,0,0,0,91
79941,5,23,20 months ago,0,0,0,0
